,NAME,DP05_0001E-T Popo,DP02_0001E-T HHs,DP02_0002E-T Fam HHs,DP02_0008PE-%F-led HHs No H,DP02_0010PE-% Non-Fam HHs,DP02_0015E-Avg HH Size,DP02_0016E-Avg Fam Size,DP02_0022PE-%Non Rel in Hs,DP02_0038E-per1000-F-U-RecentPreg,DP02_0046PE-%GPwParent&Gc1-2yrs,DP02_0048PE--%GPwParent&Gc>5yrs,DP02_0060PE-%NoSchDiploma,DP02_0063PE-%AssDeg,DP02_0079PE-% SameHouse_1YrAgo,DP02_0085PE-%LivAbroad1YrAgo,DP02_0088PE-%BornUS,DP02_0112PE-HomeLangNotEng,DP02_0134PE-%IrishAnc,DP03_0009PE-%Unemploy,"DP03_0027PE-%WorkingMgt,Bus,Sc,Arts",DP03_0028PE%WorkingService,DP03_0037PE-Retail,DP03_0040PE-%Fin&Ins,"DP03_0041PE-%ProfSc,Mgt,Admin",DP03_0050PE-%UnpaidFamilyWk,DP03_0052PE-Inc<10k,DP03_0054PE-Inc15-24k,DP03_0058PE-Inc75-99k,DP03_0061PE-Inc200k>,DP03_0065E-HH-MeanEarnings,DP03_0066PE-%HHsWithSocSec,DP03_0072PE-%HH Inc with Cash public Ass,DP03_0074PE-%HH Inc with Food Stamps SNAP,DP03_0085PE-%Families Inc>200k,DP03_0092E-Median Earning Workers,DP03_0093E-Median Earnings Male FT Workers,DP03_0094E-Median Earnings Female FT Workers,DP03_0097PE-%PHI-Priv,DP03_0098PE-%PHI-Pub,DP03_0099PE-No PHI,DP03_0119PE-% Fam <Pov,DP03_0121PE-%Fam with child U18&U5 <pov,DP03_0126PE-%F-Led Families with u18 <pov,DP04_0001E-T H U,DP04_0002PE-%Occ H U,DP04_0004E-%Ow Vac Rate,DP04_0005E-%Rn Vac Rate,DP04_0006E-T HU,State,County,Tract,DP04_0013PE-%20+HU,DP04_0017PE-%Built2014+,DP04_0029PE-%2rooms_only_HU,DP04_0039PE-Zero bedrooms,DP04_0045PE-%Occup HU,DP04_0046PE-%Owner Occup HU,DP04_0048E-Owner Ave Household size,DP04_0049E-Renter Ave Household size,DP04_0051PE-%moved since 2017+,DP04_0054PE-%moved 2000 to 2009,DP04_0082PE-%Value 50-99k,DP04_0083PE-%Value 100-149k,DP04_0084PE-%Value 150-199k,DP04_0087PE-%Value 500k-1m,DP04_0101E-Med Onwer Monthly Mortgage,DP04_0134E-Median Gross Rent,DP05_0005PE-%under 5 yrs,DP05_0023PE-%62 yrs+,DP05_0058PE-% w & B or AM,DP05_0061PE-%White & Asian,DP05_0064PE-%White with others,DP05_0070PE-%H&L race,AreaLand,crimeStats,Popo_Density_Per_Hector
219,"Census Tract 801.01, Baltimore city, Maryland",3976.00,1289.00,918.00,35.40,28.80,3.06,3.51,8.90,16.00,11.30,8.90,9.90,5.30,84.00,0.20,96.20,2.90,8.80,8.20,40.20,22.40,3.50,14.00,6.20,0.00,5.60,7.20,9.00,7.30,84493.00,22.20,1.90,27.30,6.50,41862.00,60221.00,60833.00,56.40,56.40,4.00,7.80,0.00,8.50,1456.00,88.50,4.60,0.00,1456.00,24,510,080101,0.00,0.00,0.00,0.00,1289.00,64.70,455.00,2.75,0.70,31.30,23.10,25.10,19.70,0.00,1481.00,1174.00,4.00,12.00,1.30,0.70,36.90,3976.00,232,2197,0.05835010060362173
220,"Census Tract 803.02, Baltimore city, Maryland",2715.00,1084.00,635.00,39.60,41.40,2.50,3.40,4.00,0.00,0.00,0.00,11.00,6.40,83.20,0.00,99.50,3.60,0.00,12.00,18.00,34.60,7.40,1.60,17.80,0.00,15.40,10.80,5.60,0.90,48037.00,46.40,3.20,28.50,1.60,24198.00,36050.00,44773.00,48.30,48.30,6.40,31.20,0.00,46.20,1327.00,81.70,3.30,4.60,1327.00,24,510,080302,5.90,0.00,0.00,5.30,1084.00,62.50,406.00,2.26,3.00,27.90,59.70,13.30,10.80,0.00,922.00,1015.00,3.10,29.60,0.00,0.00,0.00,2715.00,43,1026,0.01583793738489871
221,"Census Tract 805, Baltimore city, Maryland",1479.00,527.00,330.00,42.10,37.40,2.81,3.68,4.60,27.00,0.00,0.00,14.60,3.20,82.20,0.00,96.70,1.80,0.00,17.80,13.30,23.90,20.90,1.10,3.10,0.00,16.10,19.00,7.60,2.50,55745.00,41.40,17.60,52.40,1.80,22000.00,29219.00,28241.00,38.50,38.50,5.70,27.60,100.00,46.40,766.00,68.80,4.00,17.60,766.00,24,510,080500,1.60,0.70,0.00,0.70,527.00,50.30,262.00,2.53,3.60,15.60,57.00,10.90,0.00,0.00,783.00,1119.00,6.00,20.10,0.00,0.00,0.30,1479.00,34,1359,0.022988505747126436
222,"Census Tract 1205, Baltimore city, Maryland",2275.00,944.00,299.00,13.20,68.30,2.31,3.47,22.90,13.00,0.00,0.00,5.70,8.20,77.10,0.40,94.10,8.30,7.70,7.50,52.10,25.10,8.90,2.70,6.80,0.00,10.20,10.60,13.30,8.40,79680.00,16.30,2.50,24.90,14.40,30690.00,44914.00,44973.00,59.80,59.80,5.70,12.70,0.00,29.50,1200.00,78.70,0.00,9.30,1200.00,24,510,120500,22.90,2.00,3.70,12.00,944.00,28.40,676.00,2.23,5.50,18.20,10.10,7.50,8.60,1.50,1750.00,1019.00,2.80,9.10,0.90,1.80,38.50,2275.00,53,2156,0.023296703296703296
223,"Census Tract 1303, Baltimore city, Maryland",2447.00,806.00,454.00,22.20,43.70,3.04,4.37,4.60,0.00,0.00,18.60,12.60,3.40,87.30,0.00,95.10,4.50,0.30,12.20,36.90,24.40,5.40,6.50,12.80,0.00,18.90,14.50,15.10,3.10,66344.00,29.30,3.20,40.10,5.10,35714.00,45000.00,47240.00,37.40,37.40,4.20,26.70,12.10,63.90,1357.00,59.40,8.40,5.90,1357.00,24,510,130300,5.50,0.00,1.60,1.70,806.00,44.50,447.00,2.90,0.00,24.20,33.10,13.40,14.20,0.00,1237.00,954.00,6.50,12.90,0.00,0.00,4.80,2447.00,35,1912,0.014303228442991417
224,"Census Tract 1308.03, Baltimore city, Maryland",2457.00,1168.00,460.00,9.70,60.60,2.10,2.95,15.90,0.00,0.00,0.00,8.90,0.00,77.80,2.30,80.40,22.50,14.50,3.50,53.10,19.20,9.30,4.30,14.30,0.70,7.20,9.60,9.30,6.30,75991.00,19.40,3.50,10.70,6.50,47260.00,57542.00,62721.00,68.40,68.40,6.30,9.80,0.00,69.40,1282.00,91.10,0.00,4.70,1282.00,24,510,130803,0.90,0.00,2.80,4.10,1168.00,57.00,502.00,2.00,9.00,22.70,3.20,10.20,43.50,0.80,1504.00,1200.00,3.50,14.90,1.20,1.30,72.10,2457.00,69,589,0.028083028083028084
225,"Census Tract 1401, Baltimore city, Maryland",4455.00,2240.00,644.00,7.20,71.30,1.76,2.74,14.70,0.00,0.00,0.00,8.20,1.80,80.50,0.60,85.70,15.80,7.10,8.70,64.80,17.10,4.60,2.30,17.60,0.00,16.70,10.20,14.90,8.20,103428.00,35.40,2.10,20.70,26.70,43188.00,67875.00,72500.00,68.50,68.50,8.80,7.30,0.00,-666666666.00,2650.00,84.50,5.10,9.50,2650.00,24,510,140100,36.70,0.60,12.20,7.70,2240.00,31.80,1528.00,2.66,8.20,19.60,0.00,0.00,10.40,19.20,2308.00,854.00,3.10,29.60,0.50,1.20,55.40,4455.00,56,1866,0.012570145903479237
226,"Census Tract 1505, Baltimore city, Maryland",1436.00,618.00,290.00,29.00,53.10,2.32,3.39,8.70,0.00,19.00,57.10,17.60,4.20,92.40,0.30,97.70,2.70,0.00,13.30,35.20,31.60,10.80,4.20,11.80,0.00,11.20,23.00,9.90,0.00,52182.00,35.10,6.00,23.90,0.00,30643.00,32446.00,42439.00,47.40,47.40,8.40,18.30,0.00,52.70,745.00,83.00,6.00,5.20,745.00,24,510,150500,14.80,0.00,4.80,0.00,618.00,44.50,343.00,2.72,2.80,25.40,34.50,47.30,13.10,0.00,1355.00,939.00,3.30,24.50,0.00,0.00,5.90,1436.00,94,2561,0.06545961002785515
227,"Census Tract 104, Baltimore city, Maryland",2478.00,1388.00,471.00,0.70,66.10,1.78,2.59,13.50,0.00,-666666666.00,-666666666.00,2.90,2.60,85.20,0.00,90.30,12.70,19.10,4.30,74.10,6.70,4.50,10.20,26.50,0.00,6.40,2.10,8.40,21.00,165404.00,11.90,1.40,4.50,34.60,72964.00,95341.00,71433.00,87.10,87.10,6.70,2.10,14.70,100.00,1778.00,78.10,0.00,15.20,1778.00,24,510,010400,35.20,0.50,4.30,2.10,1388.00,57.10,596.00,1.83,4.60,31.50,2.70,3.20,5.70,30.30,2391.00,1756.00,6.10,11.60,0.00,0.90,86.80,2478.00,37,1239,0.01493139628732849
228,"Census Tract 202, Baltimore city, Maryland",1835.00,761.00,274.00,4.30,64.00,2.41,3.08,27.50,0.00,100.00,0.00,3.60,1.40,78.70,1.20,77.70,23.00,12.20,2.20,68.30,10.00,3.00,5.80,18.80,0.30,4.10,2.40,8.30,10.10,106786.00,13.10,1.70,4.70,22.30,50333.00,68125.00,58980.00,82.50,82.50,7.10,6.90,0.00,-666666666.00,954.00,79.80,7.10,3.20,954.00,24,510,020200,0.00,0.00,3.70,9.30,761.00,51.60,368.00,2.50,5.90,18.80,2.00,6.40,12.50,3.10,1978.00,1241.00,6.30,6.80,0.30,1.60,79.20,1835.00,19,1098,0.010354223433242507
229,"Census Tract 301, Baltimore city, Maryland",2696.00,1054.00,556.00,33.70,47.20,2.47,3.54,5.40,0.00,0.00,21.60,13.80,2.30,94.70,0.00,90.90,12.40,0.70,21.40,51.90,20.50,6.30,6.20,19.50,0.00,21.70,20.70,11.60,0.00,53517.00,21.10,10.60,57.60,0.00,25837.00,53785.00,41063.00,32.10,32.10,11.20,40.30,0.00,39.30,1384.00,76.20,0.00,13.70,1384.00,24,510,030100,18.80,4.00,2.30,6.70,1054.00,21.50,827.00,2.94,3.50,22.70,9.30,9.70,19.40,0.00,1514.00,-666666666.00,2.00,10.10,0.00,0.40,21.30,2696.00,42,2765,0.015578635014836795
230,"Census Tract 302, Baltimore city, Maryland",2327.00,1161.00,355.00,12.70,69.40,1.84,2.78,16.10,0.00,-666666666.00,-666666666.00,9.60,1.00,69.60,5.80,83.30,16.00,8.20,3.00,76.00,9.90,1.50,13.30,22.50,0.00,10.30,5.50,6.50,18.70,116265.00,17.00,1.10,14.20,24.20,58407.00,66964.00,62542.00,69.90,69.90,5.20,11.30,0.00,0.00,1358.00,85.50,0.00,6.90,1358.00,24,510,030200,45.60,0.00,6.80,2.20,1161.00,32.50,784.00,1.83,6.50,25.60,0.00,0.00,8.50,18.60,2794.00,1885.00,8.60,13.80,0.00,1.00,56.70,2327.00,50,2732,0.021486892995272882
231,"Census Tract 701, Baltimore city, Maryland",2565.00,749.00,528.00,50.30,29.50,3.42,4.09,7.00,35.00,4.40,23.50,22.40,4.10,80.10,1.30,88.00,12.90,0.60,15.20,19.60,36.40,9.80,1.90,12.00,0.00,15.50,15.00,9.90,0.90,48823.00,30.60,14.70,48.70,0.00,28920.00,31506.00,35640.00,28.30,28.30,11.50,30.90,31.60,40.80,1125.00,66.60,0.00,13.60,1125.00,24,510,070100,0.00,0.00,0.00,0.00,749.00,40.70,444.00,2.81,0.50,17.00,60.70,5.60,1.00,0.00,1089.00,1141.00,13.50,12.90,0.20,0.40,7.70,2565.00,29,1781,0.011306042884990253
232,"Census Tract 808, Baltimore city, Maryland",1546.00,459.00,388.00,65.60,15.50,3.37,3.74,1.60,32.00,0.00,55.00,19.70,6.60,82.90,0.30,97.20,2.00,0.30,16.40,34.90,38.50,8.00,0.00,10.20,0.00,26.80,4.60,12.40,1.30,69643.00,8.50,11.80,54.70,1.50,38040.00,39148.00,51944.00,39.70,39.70,6.20,35.60,100.00,51.10,780.00,58.80,0.00,11.10,780.00,24,510,080800,0.60,2.60,0.00,0.00,459.00,23.50,351.00,3.11,3.50,29.20,26.90,16.70,24.10,0.00,1336.00,1278.00,9.20,3.30,0.50,0.00,5.60,1546.00,32,978,0.02069857697283312
233,"Census Tract 801.02, Baltimore city, Maryland",2105.00,726.00,483.00,44.50,33.50,2.90,3.44,9.50,64.00,20.40,12.90,20.20,2.60,88.30,0.00,96.40,1.90,0.30,17.20,15.60,41.00,2.10,5.70,9.90,0.00,12.00,18.60,8.80,0.00,47326.00,29.60,5.10,33.90,0.00,30382.00,36500.00,35800.00,35.10,35.10,7.10,28.80,41.20,45.10,960.00,75.60,6.30,5.00,960.00,24,510,080102,0.00,0.00,0.00,0.00,726.00,45.20,398.00,2.59,4.00,31.00,61.30,6.70,3.40,0.00,1037.00,1279.00,3.50,10.60,0.30,0.00,3.20,2105.00,36,1549,0.0171021377672209
234,"Census Tract 802, Baltimore city, Maryland",1274.00,507.00,258.00,26.00,49.10,2.51,3.78,3.80,43.00,20.50,0.00,17.50,3.40,90.80,0.00,98.70,2.40,0.90,17.60,28.00,28.40,7.80,1.60,2.50,0.00,29.20,6.70,14.20,0.00,55193.00,54.60,1.60,47.10,0.00,28104.00,53333.00,40060.00,44.80,44.80,3.60,17.40,-666666666.00,54.40,760.00,66.70,0.00,4.20,760.00,24,510,080200,9.70,0.70,0.00,5.80,507.00,41.40,297.00,3.08,1.00,25.40,31.40,9.50,2.40,0.00,1206.00,623.00,6.30,25.30,0.00,0.00,4.50,1274.00,85,1653,0.06671899529042387
235,"Census Tract 806, Baltimore city, Maryland",2119.00,769.00,452.00,31.90,41.20,2.70,3.33,12.50,61.00,9.20,0.00,15.40,3.60,88.70,0.00,100.00,3.20,2.40,15.30,28.70,33.80,3.80,8.10,18.10,0.00,18.90,13.00,11.70,0.00,55835.00,35.10,7.50,45.80,0.00,31721.00,35278.00,38438.00,36.10,36.10,4.80,29.60,42.90,53.80,1371.00,56.10,8.00,9.20,1371.00,24,510,080600,2.30,0.00,0.70,1.20,769.00,49.80,386.00,2.29,2.00,24.60,24.00,8.40,3.10,0.00,1011.00,954.00,9.30,18.10,1.00,0.00,9.20,2119.00,33,1302,0.01557338367154318
236,"Census Tract 904, Baltimore city, Maryland",1784.00,659.00,426.00,33.40,35.40,2.71,3.35,6.80,208.00,0.00,0.00,19.20,4.40,75.40,0.00,89.00,13.70,1.60,8.70,20.50,38.70,23.60,1.30,7.50,0.00,18.10,18.70,7.10,0.00,37440.00,20.00,5.80,49.60,0.00,20422.00,30341.00,31696.00,42.00,42.00,14.50,27.70,0.00,40.40,819.00,80.50,21.20,9.20,819.00,24,510,090400,0.60,0.00,0.00,7.70,659.00,22.00,514.00,2.50,4.60,20.80,39.30,40.70,2.10,0.00,1069.00,918.00,7.30,11.10,4.10,0.00,15.40,1784.00,35,845,0.01961883408071749
237,"Census Tract 907, Baltimore city, Maryland",3032.00,1093.00,555.00,25.30,49.20,2.77,3.70,14.60,0.00,14.30,0.00,19.50,2.00,73.30,0.00,98.70,1.30,0.40,17.90,16.70,23.10,8.30,0.00,3.50,0.00,13.60,27.40,0.00,0.00,36822.00,53.70,7.80,36.00,0.00,21913.00,42826.00,28942.00,47.00,47.00,10.60,18.40,100.00,41.70,1484.00,73.70,9.50,5.10,1484.00,24,510,090700,0.00,0.00,0.40,0.00,1093.00,44.20,610.00,1.94,12.70,19.40,40.40,21.90,0.00,0.00,804.00,999.00,5.40,22.60,1.40,0.00,3.30,3032.00,43,1618,0.014182058047493404
238,"Census Tract 1203, Baltimore city, Maryland",4220.00,1630.00,734.00,16.10,55.00,2.55,3.28,20.30,32.00,0.00,23.70,6.80,3.90,74.60,1.30,91.20,6.20,10.00,8.90,57.20,16.20,12.30,6.90,17.90,0.30,12.40,12.60,10.70,5.20,80847.00,14.20,4.90,20.10,11.60,40213.00,50595.00,49055.00,67.70,67.70,5.30,21.00,35.20,40.20,1909.00,85.40,7.20,5.90,1909.00,24,510,120300,6.90,0.00,3.50,8.40,1630.00,39.00,994.00,2.83,8.50,19.80,11.90,15.60,12.90,2.00,1694.00,1078.00,5.90,9.20,0.80,1.20,41.20,4220.00,40,1890,0.009478672985781991
239,"Census Tract 1206, Baltimore city, Maryland",2691.00,1581.00,327.00,8.10,79.30,1.52,2.69,11.40,32.00,-666666666.00,-666666666.00,9.70,4.90,74.40,0.00,81.60,18.30,5.10,6.50,49.30,15.10,6.10,4.60,14.10,0.00,26.10,13.10,6.00,0.80,56422.00,28.80,15.00,32.80,3.70,32917.00,42308.00,50903.00,52.30,52.30,10.00,29.10,30.30,63.80,1930.00,81.90,0.00,11.20,1930.00,24,510,120600,37.60,0.40,9.00,16.50,1581.00,10.40,1416.00,1.80,7.10,29.70,10.30,0.00,18.20,4.80,2219.00,816.00,4.30,21.90,0.00,0.00,46.30,2691.00,50,3204,0.01858045336306206
240,"Census Tract 1402, Baltimore city, Maryland",2467.00,782.00,548.00,51.40,29.90,3.09,3.89,1.90,122.00,0.00,29.50,26.90,6.20,92.70,0.00,94.30,7.10,1.70,6.60,27.50,19.00,19.90,4.60,13.10,0.00,19.30,17.50,10.00,0.00,44547.00,28.00,11.50,49.60,0.00,32547.00,44229.00,35641.00,31.50,31.50,7.10,43.80,49.20,65.00,1381.00,56.60,0.00,17.60,1381.00,24,510,140200,4.30,0.00,0.00,2.80,782.00,22.40,607.00,3.77,6.10,33.50,41.10,18.90,8.60,0.00,1134.00,841.00,13.10,10.30,0.00,0.20,5.50,2467.00,39,2248,0.01580867450344548
241,"Census Tract 1502, Baltimore city, Maryland",2752.00,774.00,502.00,39.80,35.10,3.56,4.46,8.80,22.00,9.20,12.60,22.10,3.40,88.50,0.00,98.80,6.70,0.00,14.60,17.50,45.20,8.80,0.00,8.90,0.00,18.20,11.50,4.50,0.80,61459.00,38.60,3.20,45.10,0.00,27224.00,30822.00,36823.00,24.20,24.20,14.20,29.50,48.30,30.60,1464.00,52.90,20.00,9.40,1464.00,24,510,150200,0.00,0.00,0.40,0.40,774.00,45.00,426.00,3.65,0.00,22.90,55.70,3.20,7.20,1.70,884.00,1075.00,8.40,14.90,0.00,0.00,0.00,2752.00,42,1816,0.015261627906976744
242,"Census Tract 1506, Baltimore city, Maryland",3129.00,1005.00,587.00,36.50,41.60,3.11,4.05,10.70,69.00,0.00,0.00,18.50,3.90,84.30,0.00,99.40,0.70,0.00,23.90,21.80,31.60,7.60,6.00,14.70,2.30,17.10,19.20,13.50,1.10,50798.00,28.30,11.20,35.40,1.90,22741.00,43796.00,34605.00,39.90,39.90,9.70,34.80,50.00,56.50,1571.00,64.00,1.90,4.40,1571.00,24,510,150600,9.00,0.00,1.80,0.60,1005.00,33.70,666.00,3.60,4.80,18.20,50.70,15.30,2.40,0.00,891.00,1029.00,7.70,13.90,0.90,0.00,4.20,3129.00,95,2807,0.03036113774368808
243,"Census Tract 1605, Baltimore city, Maryland",4339.00,1478.00,941.00,37.30,36.30,2.94,3.77,6.00,11.00,0.00,11.90,17.00,11.30,89.40,0.00,97.00,2.10,0.00,11.70,21.40,34.10,16.50,2.50,5.30,0.00,10.00,12.70,11.60,0.30,48059.00,38.20,11.20,39.50,0.50,28545.00,32500.00,31427.00,42.10,42.10,9.00,19.40,3.10,23.70,1925.00,76.80,0.00,3.00,1925.00,24,510,160500,0.00,0.00,1.80,0.00,1478.00,56.70,640.00,2.54,1.10,24.70,71.70,7.50,0.80,0.60,1010.00,991.00,5.90,17.30,0.00,0.00,0.00,4339.00,103,2410,0.023738188522701084
244,"Census Tract 1510, Baltimore city, Maryland",4959.00,1721.00,958.00,34.00,44.30,2.75,3.84,6.30,56.00,18.30,28.00,12.90,6.40,81.00,0.00,90.90,8.60,0.90,15.80,29.80,22.70,10.60,3.90,8.30,0.00,17.10,7.10,10.70,3.00,57780.00,42.80,14.90,38.60,4.00,29052.00,45590.00,37557.00,44.60,44.60,8.10,21.50,100.00,58.40,2293.00,75.10,12.90,6.10,2293.00,24,510,151000,0.30,0.00,0.60,3.10,1721.00,49.00,878.00,3.27,11.10,22.30,14.90,13.40,33.10,0.60,1323.00,965.00,4.10,24.20,0.30,0.00,4.20,4959.00,148,2692,0.029844726759427304
245,"Census Tract 1512, Baltimore city, Maryland",4379.00,1639.00,755.00,33.10,53.90,2.63,4.19,6.10,0.00,4.80,11.40,12.10,3.80,90.00,0.60,94.90,2.50,0.00,15.50,31.20,31.60,10.70,0.70,6.80,0.00,23.10,25.30,4.90,0.00,40846.00,38.80,14.20,51.50,0.00,22447.00,34074.00,24873.00,30.70,30.70,13.80,32.10,8.50,53.90,2068.00,79.30,8.30,0.00,2068.00,24,510,151200,27.50,0.00,4.50,3.30,1639.00,31.40,1125.00,2.67,3.10,19.80,64.00,11.70,8.20,6.40,1110.00,503.00,5.00,26.90,0.60,0.00,6.00,4379.00,77,1485,0.017583923270153002
246,"Census Tract 1601, Baltimore city, Maryland",2068.00,919.00,353.00,31.00,61.60,2.25,3.94,5.40,52.00,0.00,62.50,21.80,4.80,90.70,0.00,97.30,0.10,0.70,9.70,27.20,37.00,12.50,0.00,10.30,0.00,23.20,8.90,0.90,0.00,42422.00,39.70,4.60,34.70,0.00,21203.00,-666666666.00,34114.00,36.10,36.10,6.70,29.20,0.00,35.20,1636.00,56.20,28.70,8.80,1636.00,24,510,160100,15.10,0.00,2.60,6.00,919.00,26.40,676.00,2.99,2.20,14.40,49.00,17.70,0.00,7.40,1038.00,708.00,2.30,20.90,0.60,0.00,2.80,2068.00,38,1287,0.0183752417794971
247,"Census Tract 2102, Baltimore city, Maryland",3493.00,1336.00,708.00,25.00,47.00,2.61,3.38,13.50,24.00,0.00,5.00,18.90,4.70,82.00,0.50,88.00,12.90,9.80,11.70,44.80,22.00,8.00,9.20,16.90,0.00,18.60,6.10,5.20,4.90,79859.00,25.40,9.70,42.10,6.50,30631.00,50682.00,39750.00,48.50,48.50,13.70,24.30,65.30,52.30,1727.00,77.40,0.00,7.30,1727.00,24,510,210200,6.10,0.60,0.80,4.20,1336.00,50.70,659.00,2.56,3.10,19.10,16.10,34.00,15.20,0.00,1321.00,1180.00,8.60,14.00,5.20,0.50,43.30,3493.00,233,3225,0.06670483824792442
248,"Census Tract 2403, Baltimore city, Maryland",2085.00,1037.00,403.00,2.70,61.10,2.00,2.64,18.40,0.00,-666666666.00,-666666666.00,0.00,3.70,75.50,0.00,87.60,11.10,18.80,0.50,74.90,7.80,7.70,14.80,19.70,0.00,3.90,4.60,16.10,19.80,144991.00,12.50,0.80,2.20,38.00,59602.00,89018.00,60063.00,94.00,94.00,2.10,0.00,0.00,0.00,1127.00,92.00,5.00,3.90,1127.00,24,510,240300,21.60,0.00,2.80,2.70,1037.00,48.10,538.00,2.06,8.60,26.30,0.00,8.00,8.00,20.20,2433.00,1809.00,4.10,11.50,1.90,0.30,83.20,2085.00,20,715,0.009592326139088728
249,"Census Tract 2602.03, Baltimore city, Maryland",3127.00,1029.00,663.00,34.10,35.60,3.03,3.56,12.70,71.00,0.00,51.10,4.20,10.10,89.10,0.00,95.20,3.50,0.90,10.30,29.40,20.70,13.30,13.00,3.80,0.00,7.00,8.70,14.30,2.10,58878.00,27.40,8.10,35.10,3.30,30891.00,44276.00,40107.00,45.20,45.20,11.60,23.50,76.40,63.50,1096.00,93.90,3.00,2.70,1096.00,24,510,260203,0.50,0.00,0.90,2.30,1029.00,46.80,547.00,2.61,2.20,19.80,11.80,50.60,27.80,0.00,1336.00,1064.00,6.60,11.70,0.00,0.00,2.70,3127.00,89,1452,0.028461784457946913
250,"Census Tract 1202.01, Baltimore city, Maryland",2217.00,843.00,362.00,4.70,57.10,2.63,3.09,27.90,15.00,0.00,0.00,0.70,3.10,82.00,1.60,90.20,7.50,15.70,4.40,67.60,12.50,7.20,3.00,11.70,0.00,4.90,2.30,15.90,14.60,125620.00,14.60,1.10,4.60,31.50,36930.00,67679.00,58750.00,86.00,86.00,4.90,1.10,0.00,0.00,987.00,85.40,2.50,17.70,987.00,24,510,120201,11.80,0.00,0.80,5.90,843.00,58.10,353.00,2.26,5.30,21.60,3.10,14.70,7.80,2.70,1734.00,1417.00,6.10,11.70,2.70,1.30,76.30,2217.00,34,1321,0.015336039693279206
251,"Census Tract 1202.02, Baltimore city, Maryland",5975.00,1638.00,217.00,1.90,86.80,1.84,2.63,34.10,0.00,-666666666.00,-666666666.00,3.20,3.90,70.30,3.40,78.10,30.10,10.30,7.10,71.60,11.60,8.30,1.70,13.30,0.30,15.00,11.80,7.10,5.90,58359.00,5.30,0.00,5.40,23.50,12390.00,50839.00,48556.00,93.50,93.50,3.30,0.00,0.00,-666666666.00,1971.00,83.10,0.00,12.30,1971.00,24,510,120202,47.80,0.00,14.00,22.60,1638.00,19.10,1325.00,2.15,13.70,12.60,0.00,25.90,4.50,0.00,1800.00,1032.00,0.60,4.30,2.10,3.20,62.20,5975.00,98,1202,0.016401673640167366
252,"Census Tract 2720.04, Baltimore city, Maryland",3898.00,1842.00,906.00,5.80,50.80,2.12,3.00,6.20,69.00,0.00,0.00,4.50,3.70,73.80,2.20,85.10,14.70,3.30,2.50,53.60,11.00,8.00,8.30,8.40,2.50,7.60,13.80,8.20,3.70,68369.00,36.20,1.40,4.10,7.50,34524.00,41058.00,44688.00,68.00,68.00,1.60,9.60,13.80,0.00,1916.00,96.10,0.00,4.30,1916.00,24,510,272004,49.90,0.00,1.80,0.80,1842.00,36.90,1163.00,2.14,7.50,22.60,7.20,42.90,15.90,0.00,1702.00,1229.00,11.40,27.00,0.00,0.00,71.70,3898.00,70,451,0.017957927142124165
253,"Census Tract 2720.05, Baltimore city, Maryland",3395.00,1252.00,666.00,6.50,46.80,2.71,3.99,4.40,0.00,-666666666.00,-666666666.00,6.20,6.40,87.70,0.00,84.80,30.00,1.10,8.10,57.40,11.30,10.70,7.50,15.40,0.00,7.30,10.40,8.60,12.30,95088.00,39.10,4.30,9.80,19.70,30608.00,63897.00,-666666666.00,67.80,67.80,4.90,10.50,0.00,0.00,1356.00,92.30,0.00,10.00,1356.00,24,510,272005,27.80,0.00,1.50,0.00,1252.00,55.90,552.00,3.23,2.30,30.60,20.90,4.70,6.60,12.40,1645.00,1267.00,7.90,22.40,0.00,0.00,87.90,3395.00,92,401,0.027098674521354935
254,"Census Tract 2720.06, Baltimore city, Maryland",3534.00,1622.00,760.00,14.00,53.10,2.17,3.36,2.90,0.00,0.00,0.00,4.40,5.90,79.30,2.40,87.10,12.00,0.00,7.30,37.00,18.70,13.70,2.70,12.80,0.00,14.50,16.20,8.60,2.00,57450.00,45.60,3.80,23.90,2.20,27471.00,53826.00,43162.00,49.80,49.80,5.30,8.70,30.40,0.00,1876.00,86.50,4.70,6.10,1876.00,24,510,272006,44.00,0.40,5.70,5.90,1622.00,32.40,1097.00,2.99,4.20,25.50,25.50,12.80,25.00,0.80,1409.00,930.00,10.40,31.20,0.00,0.40,49.30,3534.00,73,838,0.020656479909451048
255,"Census Tract 2720.07, Baltimore city, Maryland",4635.00,1775.00,966.00,15.80,45.60,2.61,3.55,8.50,53.00,19.60,0.00,5.40,3.30,88.00,1.00,79.90,18.40,3.60,10.30,27.90,21.80,18.20,6.70,9.40,0.00,7.20,18.40,10.90,3.90,58209.00,29.00,5.70,18.00,1.10,30899.00,61094.00,37855.00,57.40,57.40,8.20,22.80,38.00,27.50,1991.00,89.20,0.00,3.90,1991.00,24,510,272007,12.40,0.00,1.10,2.50,1775.00,31.10,1223.00,3.26,4.70,16.60,6.00,45.50,35.10,0.00,1304.00,1176.00,9.00,17.50,0.60,0.00,48.00,4635.00,80,1021,0.017259978425026967
